datetime,deployid
2018-09-05 10:44:18.300,bw180905-49
2018-09-05 10:45:54.200,bw180905-49
2018-09-05 10:47:38.400,bw180905-49
2018-09-05 10:48:58.500,bw180905-49
2018-09-05 10:58:29.300,bw180905-49
2018-09-05 11:00:06.900,bw180905-49
2018-09-05 11:01:50.000,bw180905-49
2018-09-05 11:03:27.500,bw180905-49
2018-09-05 11:05:03.000,bw180905-49
2018-09-05 11:06:35.600,bw180905-49
2018-09-05 10:58:23.800,bw180905-42
2018-09-05 10:59:59.200,bw180905-42
2018-09-05 11:01:44.100,bw180905-42
2018-09-05 11:03:22.500,bw180905-42
2018-09-05 11:04:55.900,bw180905-42
2018-09-05 11:06:28.500,bw180905-42
2018-09-05 11:14:00.400,bw180905-42
2018-09-05 11:15:37.000,bw180905-42
2018-09-05 11:17:02.500,bw180905-42
2018-09-05 11:18:45.400,bw180905-42
2018-09-05 11:20:08.300,bw180905-42
2018-09-05 11:21:47.300,bw180905-42
2018-09-05 11:28:39.900,bw180905-42
2018-09-05 11:30:14.300,bw180905-42
2018-09-05 11:31:55.200,bw180905-42
2018-09-05 11:33:34.400,bw180905-42
2018-09-05 11:35:05.800,bw180905-42
2018-09-05 11:36:43.500,bw180905-42
2018-09-05 11:43:08.300,bw180905-42
2018-09-05 11:44:44.100,bw180905-42
2018-09-05 11:46:16.200,bw180905-42
2018-09-05 11:47:54.500,bw180905-42
2018-09-05 11:49:34.400,bw180905-42
2018-09-05 11:56:07.700,bw180905-42
2018-09-05 11:58:11.300,bw180905-42
2018-09-05 11:59:34.700,bw180905-42
2018-09-05 12:01:09.000,bw180905-42
2018-09-05 12:02:49.500,bw180905-42
2018-09-05 12:10:37.100,bw180905-42
2018-09-05 12:12:09.700,bw180905-42
2018-09-05 12:13:38.400,bw180905-42
2018-09-05 12:15:12.600,bw180905-42
2018-09-05 12:17:54.400,bw180905-42
2018-09-05 12:19:25.200,bw180905-42
2018-09-05 12:26:53.900,bw180905-42
2018-09-05 12:28:31.200,bw180905-42
2018-09-05 12:30:06.700,bw180905-42
2018-09-05 12:31:31.400,bw180905-42
2018-09-05 12:33:09.700,bw180905-42
2018-09-05 12:34:46.500,bw180905-42
2018-09-05 12:42:34.500,bw180905-42
2018-09-05 12:44:05.300,bw180905-42
2018-09-05 12:45:52.200,bw180905-42
2018-09-05 12:47:31.000,bw180905-42
2018-09-05 12:49:01.100,bw180905-42
2018-09-05 12:50:39.200,bw180905-42
2018-09-04 10:34:59.000,bw180904-52
2018-09-04 10:36:10.400,bw180904-52
2018-09-04 10:38:04.500,bw180904-52
2018-09-04 10:40:02.900,bw180904-52
2018-09-04 10:41:44.700,bw180904-52
2018-09-04 10:43:29.400,bw180904-52
2018-09-04 10:54:52.200,bw180904-52
2018-09-04 10:56:26.500,bw180904-52
2018-09-04 10:58:02.100,bw180904-52
2018-09-04 10:59:51.900,bw180904-52
2018-09-04 11:08:18.600,bw180904-52
2018-09-04 11:10:09.100,bw180904-52
2018-09-04 11:14:01.600,bw180904-52
2018-09-04 11:15:36.500,bw180904-52
2018-09-04 11:25:03.000,bw180904-52
2018-09-04 11:26:54.600,bw180904-52
2018-09-04 11:28:32.700,bw180904-52
2018-09-04 11:30:15.600,bw180904-52
2018-09-04 11:38:18.100,bw180904-52
2018-09-04 11:39:48.700,bw180904-52
2018-09-04 11:41:35.600,bw180904-52
2018-09-04 11:43:44.000,bw180904-52
2018-09-04 11:53:32.400,bw180904-52
2018-09-04 11:54:53.800,bw180904-52
2018-09-04 11:56:31.600,bw180904-52
2018-09-04 11:58:09.200,bw180904-52
2018-09-04 11:59:40.900,bw180904-52
2018-09-04 11:23:27.200,bw180904-48
2018-09-04 11:25:48.500,bw180904-48
2018-09-04 11:27:08.500,bw180904-48
2018-09-04 11:28:51.200,bw180904-48
2018-09-04 11:35:52.700,bw180904-48
2018-09-04 11:37:32.900,bw180904-48
2018-09-04 11:39:19.700,bw180904-48
2018-09-04 11:40:59.500,bw180904-48
2018-09-04 11:42:35.000,bw180904-48
2018-09-04 11:51:37.500,bw180904-48
2018-09-04 11:53:08.500,bw180904-48
2018-09-04 11:55:11.000,bw180904-48
2018-09-04 12:03:10.700,bw180904-48
2018-09-04 12:04:36.100,bw180904-48
2018-09-04 12:12:34.700,bw180904-48
2018-09-04 12:14:19.300,bw180904-48
2018-09-04 12:16:11.400,bw180904-48
2018-09-04 12:25:02.500,bw180904-48
2018-09-04 12:26:14.000,bw180904-48
2018-09-04 12:27:41.700,bw180904-48
2018-09-04 12:29:06.300,bw180904-48
2018-09-04 12:36:08.200,bw180904-48
2018-09-04 12:37:56.500,bw180904-48
2018-09-04 12:39:24.400,bw180904-48
2018-09-04 12:41:06.800,bw180904-48
2018-09-04 12:48:17.800,bw180904-48
2018-09-04 12:49:53.700,bw180904-48
2018-09-04 12:52:02.100,bw180904-48
2018-09-04 12:53:33.900,bw180904-48
2018-09-04 12:55:08.800,bw180904-48
2018-09-04 13:02:25.600,bw180904-48
2018-09-04 13:04:07.400,bw180904-48
2018-09-04 13:05:36.300,bw180904-48
2018-09-04 13:07:12.600,bw180904-48
2018-09-04 13:16:06.400,bw180904-48
2018-09-04 10:52:19.800,bw180904-44
2018-09-04 10:54:15.900,bw180904-44
2018-09-04 10:56:08.500,bw180904-44
2018-09-04 10:57:44.200,bw180904-44
2018-09-04 10:59:30.700,bw180904-44
2018-09-04 11:07:58.100,bw180904-44
2018-09-04 11:09:47.500,bw180904-44
2018-09-04 11:11:29.400,bw180904-44
2018-09-04 11:13:38.300,bw180904-44
2018-09-04 11:15:16.100,bw180904-44
2018-09-04 11:23:19.900,bw180904-44
2018-09-04 11:24:45.300,bw180904-44
2018-09-04 11:26:36.100,bw180904-44
2018-09-04 11:28:13.300,bw180904-44
2018-09-04 11:29:55.700,bw180904-44
2018-09-04 11:37:58.000,bw180904-44
2018-09-04 11:39:28.500,bw180904-44
2018-09-04 11:41:16.700,bw180904-44
2018-09-04 11:43:23.900,bw180904-44
2018-09-04 11:53:09.000,bw180904-44
2018-09-04 11:54:32.800,bw180904-44
2018-09-04 11:56:11.100,bw180904-44
2018-09-04 11:57:48.300,bw180904-44
2018-09-04 11:59:25.400,bw180904-44
2018-09-04 12:01:11.900,bw180904-44
2018-09-04 12:10:19.900,bw180904-44
2018-09-04 12:12:01.600,bw180904-44
2018-09-04 12:13:44.200,bw180904-44
2018-09-04 12:15:20.600,bw180904-44
2018-09-04 12:17:05.900,bw180904-44
2018-09-04 12:18:52.900,bw180904-44
2018-09-04 12:26:57.500,bw180904-44
2018-09-04 12:28:39.800,bw180904-44
2018-09-04 12:30:18.200,bw180904-44
2018-09-04 12:31:55.800,bw180904-44
2018-09-04 12:33:43.700,bw180904-44
2018-09-04 12:35:26.900,bw180904-44
2018-09-04 12:43:13.100,bw180904-44
2018-09-04 12:44:55.700,bw180904-44
2018-09-04 12:46:37.900,bw180904-44
